hotel_name,city,country_code,website,phone,category_name,all_categories,review_score,reviews_count,priority_score,priority_band,hotel_opening_hours,hotel_opening_hours_status,hotel_opening_hours_source_url,hotel_opening_hours_source_type,checkin_checkout_info,checkin_checkout_status,checkin_checkout_source_url,checkin_checkout_source_type,checkin_checkout_source_origin,checkin_checkout_completeness,public_source_reachable,public_source_fetch_status,contact_status,factual_summary,give_first_insight,main_observed_issue,email_hook,micro_cta,primary_email_goal,proof_snippet,email_angle,cta_type,variant_id,test_batch,reply_outcome,source_url,source_file
Hotel Esprit,Petržalka,SK,http://hotelesprit.sk/,+421 902 500 300,Hotel,Hotel,4.2,319,7.94,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Esprit | Mesto: Petržalka | Kategória: Hotel | Priorita: Medium-High (7.94) | Hodnotenie: 4.2/5 z 319 recenzií | Web: http://hotelesprit.sk/ | Telefón: +421 902 500 300 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Esprit v lokalite Petržalka.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Esprit&query_place_id=ChIJa7AOpHGJbEcRIbq8zw4bKpQ,raw_bratislava region_2026-04-01_21-01-58-857.csv
"Hotel Remy, s.r.o.",Nové Mesto,SK,http://www.remy.sk/,+421 2/444 550 63,Hotel,Hotel,3.6,385,7.94,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,"Hotel: Hotel Remy, s.r.o. | Mesto: Nové Mesto | Kategória: Hotel | Priorita: Medium-High (7.94) | Hodnotenie: 3.6/5 z 385 recenzií | Web: http://www.remy.sk/ | Telefón: +421 2/444 550 63 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené)",Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,"Pozeral som sa na Hotel Remy, s.r.o. v lokalite Nové Mesto.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Remy%2C%20s.r.o.&query_place_id=ChIJz39-PwCPbEcR_IcKKBemVdw,raw_bratislava region_2026-04-01_21-01-58-857.csv
WELLNESS HEAVEN Bratislava,Bratislava,SK,https://www.wellnessheaven.sk/,+421 952 594 945,Wellness Hotel,Wellness Hotel | Wellness a masáže,4.0,4,7.9,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: WELLNESS HEAVEN Bratislava | Mesto: Bratislava | Kategória: Wellness Hotel | Priorita: Medium-High (7.9) | Hodnotenie: 4.0/5 z 4 recenzií | Web: https://www.wellnessheaven.sk/ | Telefón: +421 952 594 945 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na WELLNESS HEAVEN Bratislava v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=WELLNESS%20HEAVEN%20Bratislava&query_place_id=ChIJQUD79vaPbEcRCKQFZBjkxII,raw_bratislava region_2026-04-01_21-01-58-857.csv
Garni Hotel DOCK,Bratislava,SK,http://www.hoteldock.sk/,+421 2/206 204 20,Hotel,Hotel,4.6,235,7.9,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Garni Hotel DOCK | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (7.9) | Hodnotenie: 4.6/5 z 235 recenzií | Web: http://www.hoteldock.sk/ | Telefón: +421 2/206 204 20 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Garni Hotel DOCK v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Garni%20Hotel%20DOCK&query_place_id=ChIJSTRBIEqJbEcRnSJfdHh6Muk,raw_bratislava region_2026-04-01_21-01-58-857.csv
BEIGLI Hotel & Garden,Bratislava,SK,https://www.hotelbeigli.sk/,+421 910 749 242,Hotel,Hotel,4.7,213,7.88,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: BEIGLI Hotel & Garden | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (7.88) | Hodnotenie: 4.7/5 z 213 recenzií | Web: https://www.hotelbeigli.sk/ | Telefón: +421 910 749 242 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na BEIGLI Hotel & Garden v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=BEIGLI%20Hotel%20%26%20Garden&query_place_id=ChIJZV_V61yJbEcRhJkhg7bSbrs,raw_bratislava region_2026-04-01_21-01-58-857.csv
Wilson Palace Bratislava,Bratislava,SK,http://www.loftpremiumhotel.sk/,+421 2/575 110 00,Hotel,Hotel,4.8,196,7.88,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Wilson Palace Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (7.88) | Hodnotenie: 4.8/5 z 196 recenzií | Web: http://www.loftpremiumhotel.sk/ | Telefón: +421 2/575 110 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Wilson Palace Bratislava v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Wilson%20Palace%20Bratislava&query_place_id=ChIJC4TRo1CJbEcRGs3ES5wzsd8,raw_bratislava region_2026-04-01_21-01-58-857.csv
Apartmány Lafranconi,Staré Mesto,SK,http://apartments-lafranconi.sk/,+421 905 790 591,Ubytovanie,Ubytovanie | Ubytovanie s izbovou službou,4.7,201,7.87,Medium-High,"Recepcia ApartmÃ¡novÃ½ obchod Pon - Pia: 6:00 - 18:00 ZvyÅ¡nÃ½ Äas tel. kontakt NÃ¡breÅ¾ie arm. gen. L. Svobodu 40, 81102 Bratislava",Overené vo verejnom zdroji,http://apartments-lafranconi.sk/kontakt/,contact_page,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,"Hotel: Apartmány Lafranconi | Mesto: Staré Mesto | Kategória: Ubytovanie | Priorita: Medium-High (7.87) | Hodnotenie: 4.7/5 z 201 recenzií | Web: http://apartments-lafranconi.sk/ | Telefón: +421 905 790 591 | Otváracie hodiny: Recepcia ApartmÃ¡novÃ½ obchod Pon - Pia: 6:00 - 18:00 ZvyÅ¡nÃ½ Äas tel. kontakt NÃ¡breÅ¾ie arm. gen. L. Svobodu 40, 81102 Bratislava (Overené vo verejnom zdroji) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené)",Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Apartmány Lafranconi v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Apartm%C3%A1ny%20Lafranconi&query_place_id=ChIJ9WRZtMKLbEcRQV8yRwNe2sk,raw_bratislava region_2026-04-01_21-01-58-857.csv
Charming & Cozy by Ambiente,Bratislava,SK,http://www.ambiente-apartments.com/,+421 910 915 502,Hotel,Hotel,4.5,215,7.86,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Charming & Cozy by Ambiente | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (7.86) | Hodnotenie: 4.5/5 z 215 recenzií | Web: http://www.ambiente-apartments.com/ | Telefón: +421 910 915 502 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Charming & Cozy by Ambiente v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Charming%20%26%20Cozy%20by%20Ambiente&query_place_id=ChIJ82jBZFuJbEcRQJwvHeT2Kmk,raw_bratislava region_2026-04-01_21-01-58-857.csv
Plaváreň Nivy,Bratislava,SK,http://hotelnivy.sk/#wellness,+421 2/554 103 90,Wellness centrum,Wellness centrum,4.4,828,7.84,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Plaváreň Nivy | Mesto: Bratislava | Kategória: Wellness centrum | Priorita: Medium-High (7.84) | Hodnotenie: 4.4/5 z 828 recenzií | Web: http://hotelnivy.sk/#wellness | Telefón: +421 2/554 103 90 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Plaváreň Nivy v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Plav%C3%A1re%C5%88%20Nivy&query_place_id=ChIJcyGz58yObEcRY6ZDwOh4O5w,raw_bratislava region_2026-04-01_21-01-58-857.csv
Form Factory Nivy,Ružinov,SK,https://www.formfactory.sk/,+421 948 949 765,Posilňovňa,Posilňovňa,4.2,699,7.82,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Form Factory Nivy | Mesto: Ružinov | Kategória: Posilňovňa | Priorita: Medium-High (7.82) | Hodnotenie: 4.2/5 z 699 recenzií | Web: https://www.formfactory.sk/ | Telefón: +421 948 949 765 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Form Factory Nivy v lokalite Ružinov.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Form%20Factory%20Nivy&query_place_id=ChIJcZcrqYOJbEcRrnssGQ8ra4s,raw_bratislava region_2026-04-01_21-01-58-857.csv
Penzión Hviezda,Bratislava,SK,http://ubytovaniehviezda.sk/,+421 902 817 666,Nocľah a raňajky,Nocľah a raňajky,4.2,656,7.82,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Penzión Hviezda | Mesto: Bratislava | Kategória: Nocľah a raňajky | Priorita: Medium-High (7.82) | Hodnotenie: 4.2/5 z 656 recenzií | Web: http://ubytovaniehviezda.sk/ | Telefón: +421 902 817 666 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Penzión Hviezda v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Penzi%C3%B3n%20Hviezda&query_place_id=ChIJA3ERIxqGbEcRKZRPTlFgjwQ,raw_bratislava region_2026-04-01_21-01-58-857.csv
Sauna Luma,Karlova Ves,SK,http://www.saunaluma.sk/,+421 950 588 495,Wellness centrum,Wellness centrum | Denný wellness,4.9,134,7.82,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Sauna Luma | Mesto: Karlova Ves | Kategória: Wellness centrum | Priorita: Medium-High (7.82) | Hodnotenie: 4.9/5 z 134 recenzií | Web: http://www.saunaluma.sk/ | Telefón: +421 950 588 495 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Sauna Luma v lokalite Karlova Ves.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Sauna%20Luma&query_place_id=ChIJKYc7qKKLbEcRV7glxD3p4bo,raw_bratislava region_2026-04-01_21-01-58-857.csv
BERG penzion,Petržalka,SK,http://www.penzionberg.sk/,+421 902 222 223,Penzión,Penzión,4.6,459,7.82,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: BERG penzion | Mesto: Petržalka | Kategória: Penzión | Priorita: Medium-High (7.82) | Hodnotenie: 4.6/5 z 459 recenzií | Web: http://www.penzionberg.sk/ | Telefón: +421 902 222 223 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na BERG penzion v lokalite Petržalka.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=BERG%20penzion&query_place_id=ChIJXdXI9bCJbEcRMfWHRZ7nkJI,raw_bratislava region_2026-04-01_21-01-58-857.csv
More Than Accommodation,Petržalka,SK,https://www.morethan.sk/,+421 940 625 100,Hotel,Hotel,4.7,154,7.82,Medium-High,Pondelok - NedeÄ¾a: 06:00 - 22:00 24.12.: 06:00 - 12:00 * Kapacita,Overené vo verejnom zdroji,https://www.morethan.sk/,homepage,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: More Than Accommodation | Mesto: Petržalka | Kategória: Hotel | Priorita: Medium-High (7.82) | Hodnotenie: 4.7/5 z 154 recenzií | Web: https://www.morethan.sk/ | Telefón: +421 940 625 100 | Otváracie hodiny: Pondelok - NedeÄ¾a: 06:00 - 22:00 24.12.: 06:00 - 12:00 * Kapacita (Overené vo verejnom zdroji) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na More Than Accommodation v lokalite Petržalka.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=More%20Than%20Accommodation&query_place_id=ChIJU_Jy_J2JbEcRojs0jYHTO0U,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Viktor,Petržalka,SK,http://www.hotelviktor.sk/,+421 2/634 520 84,Penzión,Penzión,3.6,1693,7.76,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Viktor | Mesto: Petržalka | Kategória: Penzión | Priorita: Medium-High (7.76) | Hodnotenie: 3.6/5 z 1693 recenzií | Web: http://www.hotelviktor.sk/ | Telefón: +421 2/634 520 84 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Viktor v lokalite Petržalka.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Viktor&query_place_id=ChIJU2OGGnmJbEcRfdtcMPkIc-c,raw_bratislava region_2026-04-01_21-01-58-857.csv
"ZEN SPA - float, privátna sauna, masáž",Bratislava,SK,http://www.zenspa.sk/,+421 948 888 700,Wellness a masáže,Wellness a masáže,4.8,316,7.7,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,"Hotel: ZEN SPA - float, privátna sauna, masáž | Mesto: Bratislava | Kategória: Wellness a masáže | Priorita: Medium-High (7.7) | Hodnotenie: 4.8/5 z 316 recenzií | Web: http://www.zenspa.sk/ | Telefón: +421 948 888 700 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené)",Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,"Pozeral som sa na ZEN SPA - float, privátna sauna, masáž v lokalite Bratislava.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=ZEN%20SPA%20-%20float%2C%20priv%C3%A1tna%20sauna%2C%20mas%C3%A1%C5%BE&query_place_id=ChIJT-kOxFqJbEcRrob2zgh7dN0,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hostel Alex,Bratislava,SK,http://ubytovna-alex6.webnode.sk/,+421 908 206 288,Hostel,Hostel,3.9,231,7.52,Medium-High,Recepcia - tel. od 07:00 do 20:30 info@alexgrand.sk +421 908 206 288 Hostel Alex Úvod IZBY Cenník Foto,Overené vo verejnom zdroji,http://ubytovna-alex6.webnode.sk/,homepage,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hostel Alex | Mesto: Bratislava | Kategória: Hostel | Priorita: Medium-High (7.52) | Hodnotenie: 3.9/5 z 231 recenzií | Web: http://ubytovna-alex6.webnode.sk/ | Telefón: +421 908 206 288 | Otváracie hodiny: Recepcia - tel. od 07:00 do 20:30 info@alexgrand.sk +421 908 206 288 Hostel Alex Úvod IZBY Cenník Foto (Overené vo verejnom zdroji) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hostel Alex v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hostel%20Alex&query_place_id=ChIJIy8IQViObEcRJGvRDYSosHk,raw_bratislava region_2026-04-01_21-01-58-857.csv
Uninova Hostel,Bratislava,SK,http://www.uninovahostel.sk/,+421 2/492 080 33,Hostel,Hostel,3.6,252,7.51,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Uninova Hostel | Mesto: Bratislava | Kategória: Hostel | Priorita: Medium-High (7.51) | Hodnotenie: 3.6/5 z 252 recenzií | Web: http://www.uninovahostel.sk/ | Telefón: +421 2/492 080 33 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Uninova Hostel v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Uninova%20Hostel&query_place_id=ChIJDb49P1qObEcR6oNccJ2XjZ0,raw_bratislava region_2026-04-01_21-01-58-857.csv
Riverpark Dance School,Staré Mesto,SK,http://www.rdsartgroup.sk/,+421 910 373 373,Tanečná škola,Tanečná škola,4.6,120,7.48,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Riverpark Dance School | Mesto: Staré Mesto | Kategória: Tanečná škola | Priorita: Medium (7.48) | Hodnotenie: 4.6/5 z 120 recenzií | Web: http://www.rdsartgroup.sk/ | Telefón: +421 910 373 373 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Riverpark Dance School v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Riverpark%20Dance%20School&query_place_id=ChIJS_Noft-LbEcRzCfGG2fXM_A,raw_bratislava region_2026-04-01_21-01-58-857.csv
