Task name,Description content,Status,Priority,Hotel name,City,Priority score,Contact phone,Contact website,Subject line,Source file
Lead outreach - Riverpark Dance School,"Hotel: Riverpark Dance School
Mesto: Staré Mesto
Priorita band: Medium
Skóre: 7.48
Web: http://www.rdsartgroup.sk/
Telefón: +421 910 373 373

Hook: Pozeral som sa na Riverpark Dance School v lokalite Staré Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Riverpark Dance School v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium (7.48), s hodnotením 4.6/5 z 120 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Riverpark Dance School.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Riverpark Dance School.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,Riverpark Dance School,Staré Mesto,7.48,+421 910 373 373,http://www.rdsartgroup.sk/,Riverpark Dance School: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Ayur Ganesh - Ajurvédske Centrum,"Hotel: Ayur Ganesh - Ajurvédske Centrum
Mesto: Bratislava
Priorita band: Medium
Skóre: 7.47
Web: https://www.ayurganesh.sk/
Telefón: +421 948 459 865

Hook: Pozeral som sa na Ayur Ganesh - Ajurvédske Centrum v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Ayur Ganesh - Ajurvédske Centrum v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.47), s hodnotením 4.9/5 z 81 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Ayur Ganesh - Ajurvédske Centrum.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Ayur Ganesh - Ajurvédske Centrum.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,Ayur Ganesh - Ajurvédske Centrum,Bratislava,7.47,+421 948 459 865,https://www.ayurganesh.sk/,Ayur Ganesh - Ajurvédske Centrum: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Masážny salón Mandala,"Hotel: Masážny salón Mandala
Mesto: Staré Mesto
Priorita band: Medium
Skóre: 7.45
Web: http://www.mandalacentrum.sk/
Telefón: +421 944 199 860

Hook: Pozeral som sa na Masážny salón Mandala v lokalite Staré Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Masážny salón Mandala v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium (7.45), s hodnotením 4.7/5 z 80 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Masážny salón Mandala.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Masážny salón Mandala.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,Masážny salón Mandala,Staré Mesto,7.45,+421 944 199 860,http://www.mandalacentrum.sk/,Masážny salón Mandala: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Tantra Diamond,"Hotel: Tantra Diamond
Mesto: Bratislava
Priorita band: Medium
Skóre: 7.4
Web: http://www.tantradiamond.sk/
Telefón: +421 911 989 484

Hook: Pozeral som sa na Tantra Diamond v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Tantra Diamond v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.4), s hodnotením 4.4/5 z 55 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Tantra Diamond.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Tantra Diamond.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,Tantra Diamond,Bratislava,7.4,+421 911 989 484,http://www.tantradiamond.sk/,Tantra Diamond: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - ZION SPA,"Hotel: ZION SPA
Mesto: Staré Mesto
Priorita band: Medium
Skóre: 7.4
Web: https://zionspa.sk/
Telefón: +421 2/322 384 51

Hook: Pozeral som sa na ZION SPA v lokalite Staré Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na ZION SPA v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium (7.4), s hodnotením 4.6/5 z 39 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre ZION SPA.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre ZION SPA.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,ZION SPA,Staré Mesto,7.4,+421 2/322 384 51,https://zionspa.sk/,ZION SPA: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Wellness Modena,"Hotel: Wellness Modena
Mesto: Ružinov
Priorita band: Medium
Skóre: 7.35
Web: https://hotelmodena.sk/sukromny-wellness
Telefón: +421 948 998 488

Hook: Pozeral som sa na Wellness Modena v lokalite Ružinov.

Cold email:
Dobrý deň,

Pozeral som sa na Wellness Modena v lokalite Ružinov.
Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium (7.35), s hodnotením 4.2/5 z 29 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Wellness Modena.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Wellness Modena.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,Wellness Modena,Ružinov,7.35,+421 948 998 488,https://hotelmodena.sk/sukromny-wellness,Wellness Modena: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Golden cave. thai massage,"Hotel: Golden cave. thai massage
Mesto: Bratislava
Priorita band: Medium
Skóre: 7.35
Web: http://www.thajmasaze.sk/
Telefón: +421 915 565 719

Hook: Pozeral som sa na Golden cave. thai massage v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Golden cave. thai massage v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.35), s hodnotením 4.3/5 z 17 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Golden cave. thai massage.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Golden cave. thai massage.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,Golden cave. thai massage,Bratislava,7.35,+421 915 565 719,http://www.thajmasaze.sk/,Golden cave. thai massage: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Wellmass coffe & wellness,"Hotel: Wellmass coffe & wellness
Mesto: Bratislava
Priorita band: Medium
Skóre: 7.35
Web: https://www.wellmass.sk/
Telefón: +421 908 779 351

Hook: Pozeral som sa na Wellmass coffe & wellness v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Wellmass coffe & wellness v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.35), s hodnotením 4.4/5 z 14 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Wellmass coffe & wellness.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Wellmass coffe & wellness.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,Wellmass coffe & wellness,Bratislava,7.35,+421 908 779 351,https://www.wellmass.sk/,Wellmass coffe & wellness: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Radio Hotel Bratislava,"Hotel: Radio Hotel Bratislava
Mesto: Bratislava
Priorita band: Medium
Skóre: 7.3
Web: https://www.radiohotel.sk/
Telefón: +421 911 941 140

Hook: Pozeral som sa na Radio Hotel Bratislava v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Radio Hotel Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.3), s hodnotením 1.0/5 z 1 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Radio Hotel Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Radio Hotel Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,Radio Hotel Bratislava,Bratislava,7.3,+421 911 941 140,https://www.radiohotel.sk/,Radio Hotel Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Penzión Angelika,"Hotel: Penzión Angelika
Mesto: Bratislava
Priorita band: Medium
Skóre: 7.26
Web: https://www.hotelangelika.eu/
Telefón: +421 902 553 579

Hook: Pozeral som sa na Penzión Angelika v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Penzión Angelika v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.26), s hodnotením 3.1/5 z 50 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Penzión Angelika.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Penzión Angelika.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,Penzión Angelika,Bratislava,7.26,+421 902 553 579,https://www.hotelangelika.eu/,Penzión Angelika: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
"Lead outreach - LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more","Hotel: LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more
Mesto: Bratislava
Priorita band: Medium
Skóre: 7.23
Web: https://www.luxurybratislava.com/
Telefón: +421 2/207 254 04

Hook: Pozeral som sa na LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.23), s hodnotením 2.9/5 z 38 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,"LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more",Bratislava,7.23,+421 2/207 254 04,https://www.luxurybratislava.com/,"LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more: krátky nápad",raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Prim,"Hotel: Hotel Prim
Mesto: Nové Mesto
Priorita band: Medium
Skóre: 7.11
Web: https://hotelprim.sk/
Telefón: Verejne nepotvrdené

Hook: Pozeral som sa na Hotel Prim v lokalite Nové Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Prim v lokalite Nové Mesto.
Pozrel som si váš verejný profil v lokalite Nové Mesto, s prioritou Medium (7.11), s hodnotením 3.6/5 z 776 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Prim.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Prim.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,Hotel Prim,Nové Mesto,7.11,,https://hotelprim.sk/,Hotel Prim: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Thai massage - Massage,"Hotel: Thai massage - Massage
Mesto: Bratislava
Priorita band: Medium
Skóre: 7.1
Web: https://www.homethairelax.sk/
Telefón: +421 902 398 889

Hook: Pozeral som sa na Thai massage - Massage v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Thai massage - Massage v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium (7.1), s hodnotením 4.7/5 z 26 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Thai massage - Massage.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Thai massage - Massage.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,3,Thai massage - Massage,Bratislava,7.1,+421 902 398 889,https://www.homethairelax.sk/,Thai massage - Massage: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Barónka,"Hotel: Hotel Barónka
Mesto: Rača
Priorita band: Low
Skóre: 4.52
Web: Verejne nepotvrdené
Telefón: +421 2/448 723 24

Hook: Pozeral som sa na Hotel Barónka v lokalite Rača.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Barónka v lokalite Rača.
Pozrel som si váš verejný profil v lokalite Rača, s prioritou Low (4.52), s hodnotením 3.7/5 z 650 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Barónka.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Barónka.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,Hotel Barónka,Rača,4.52,+421 2/448 723 24,,Hotel Barónka: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Botel Pressburg & Restaurant,"Hotel: Botel Pressburg & Restaurant
Mesto: Staré Mesto
Priorita band: Low
Skóre: 4.48
Web: Verejne nepotvrdené
Telefón: +421 903 535 075

Hook: Pozeral som sa na Botel Pressburg & Restaurant v lokalite Staré Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Botel Pressburg & Restaurant v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Low (4.48), s hodnotením 4.0/5 z 426 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Botel Pressburg & Restaurant.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Botel Pressburg & Restaurant.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,Botel Pressburg & Restaurant,Staré Mesto,4.48,+421 903 535 075,,Botel Pressburg & Restaurant: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Apartments Hotel Elisabeth,"Hotel: Apartments Hotel Elisabeth
Mesto: Bratislava
Priorita band: Low
Skóre: 3.53
Web: Verejne nepotvrdené
Telefón: +421 949 244 042

Hook: Pozeral som sa na Apartments Hotel Elisabeth v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Apartments Hotel Elisabeth v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Low (3.53), s hodnotením 4.7/5 z 9 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Apartments Hotel Elisabeth.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Apartments Hotel Elisabeth.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,Apartments Hotel Elisabeth,Bratislava,3.53,+421 949 244 042,,Apartments Hotel Elisabeth: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - River View Apartments,"Hotel: River View Apartments
Mesto: Staré Mesto
Priorita band: Low
Skóre: 3.51
Web: Verejne nepotvrdené
Telefón: +421 903 704 947

Hook: Pozeral som sa na River View Apartments v lokalite Staré Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na River View Apartments v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Low (3.51), s hodnotením 4.6/5 z 297 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre River View Apartments.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre River View Apartments.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,River View Apartments,Staré Mesto,3.51,+421 903 704 947,,River View Apartments: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - UBYTOVANIE,"Hotel: UBYTOVANIE
Mesto: Bratislava
Priorita band: Low
Skóre: 3.47
Web: Verejne nepotvrdené
Telefón: +421 911 270 454

Hook: Pozeral som sa na UBYTOVANIE v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na UBYTOVANIE v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Low (3.47), s hodnotením 3.8/5 z 45 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre UBYTOVANIE.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre UBYTOVANIE.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,UBYTOVANIE,Bratislava,3.47,+421 911 270 454,,UBYTOVANIE: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Ubytovňa Narva,"Hotel: Ubytovňa Narva
Mesto: Rača
Priorita band: Low
Skóre: 3.28
Web: Verejne nepotvrdené
Telefón: +421 915 983 227

Hook: Pozeral som sa na Ubytovňa Narva v lokalite Rača.

Cold email:
Dobrý deň,

Pozeral som sa na Ubytovňa Narva v lokalite Rača.
Pozrel som si váš verejný profil v lokalite Rača, s prioritou Low (3.28), s hodnotením 4.2/5 z 105 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Ubytovňa Narva.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Ubytovňa Narva.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,Ubytovňa Narva,Rača,3.28,+421 915 983 227,,Ubytovňa Narva: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Ubytovňa Nivy,"Hotel: Ubytovňa Nivy
Mesto: Bratislava
Priorita band: Low
Skóre: 3.13
Web: Verejne nepotvrdené
Telefón: +421 949 468 212

Hook: Pozeral som sa na Ubytovňa Nivy v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Ubytovňa Nivy v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Low (3.13), s hodnotením 3.3/5 z 46 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Ubytovňa Nivy.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Ubytovňa Nivy.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,Ubytovňa Nivy,Bratislava,3.13,+421 949 468 212,,Ubytovňa Nivy: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Bed & Breakfast Apartment Ginko,"Hotel: Bed & Breakfast Apartment Ginko
Mesto: Bratislava
Priorita band: Low
Skóre: 2.95
Web: Verejne nepotvrdené
Telefón: +421 948 089 397

Hook: Pozeral som sa na Bed & Breakfast Apartment Ginko v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Bed & Breakfast Apartment Ginko v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Low (2.95), s hodnotením 4.9/5 z 14 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Bed & Breakfast Apartment Ginko.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Bed & Breakfast Apartment Ginko.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,Bed & Breakfast Apartment Ginko,Bratislava,2.95,+421 948 089 397,,Bed & Breakfast Apartment Ginko: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Chill time wellness & spa,"Hotel: Chill time wellness & spa
Mesto: Bratislava
Priorita band: Low
Skóre: 2.89
Web: Verejne nepotvrdené
Telefón: +421 949 244 042

Hook: Pozeral som sa na Chill time wellness & spa v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Chill time wellness & spa v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Low (2.89), s hodnotením 3.8/5 z 59 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Chill time wellness & spa.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Chill time wellness & spa.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,Chill time wellness & spa,Bratislava,2.89,+421 949 244 042,,Chill time wellness & spa: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Catalog Boutique Rooms,"Hotel: Catalog Boutique Rooms
Mesto: Bratislava
Priorita band: Low
Skóre: 2.01
Web: Verejne nepotvrdené
Telefón: Verejne nepotvrdené

Hook: Pozeral som sa na Catalog Boutique Rooms v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Catalog Boutique Rooms v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Low (2.01), s hodnotením 5.0/5 z 6 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Catalog Boutique Rooms.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Catalog Boutique Rooms.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,Catalog Boutique Rooms,Bratislava,2.01,,,Catalog Boutique Rooms: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Ikaros Hotel,"Hotel: Ikaros Hotel
Mesto: Bratislava
Priorita band: Low
Skóre: 1.95
Web: Verejne nepotvrdené
Telefón: Verejne nepotvrdené

Hook: Pozeral som sa na Ikaros Hotel v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Ikaros Hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Low (1.95), s hodnotením 4.4/5 z 7 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Ikaros Hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Ikaros Hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,Ikaros Hotel,Bratislava,1.95,,,Ikaros Hotel: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Optimum Devinska,"Hotel: Optimum Devinska
Mesto: Devínska Nová Ves
Priorita band: Low
Skóre: 1.92
Web: Verejne nepotvrdené
Telefón: Verejne nepotvrdené

Hook: Pozeral som sa na Optimum Devinska v lokalite Devínska Nová Ves.

Cold email:
Dobrý deň,

Pozeral som sa na Optimum Devinska v lokalite Devínska Nová Ves.
Pozrel som si váš verejný profil v lokalite Devínska Nová Ves, s prioritou Low (1.92), s hodnotením 4.1/5 z 14 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Optimum Devinska.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Optimum Devinska.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,Optimum Devinska,Devínska Nová Ves,1.92,,,Optimum Devinska: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - U Teodora Apartments,"Hotel: U Teodora Apartments
Mesto: Bratislava
Priorita band: Low
Skóre: 1.8
Web: Verejne nepotvrdené
Telefón: Verejne nepotvrdené

Hook: Pozeral som sa na U Teodora Apartments v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na U Teodora Apartments v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Low (1.8), s hodnotením 3.0/5 z 2 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre U Teodora Apartments.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre U Teodora Apartments.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,U Teodora Apartments,Bratislava,1.8,,,U Teodora Apartments: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Penzión V Lamači - Zdenka Pánisová,"Hotel: Penzión V Lamači - Zdenka Pánisová
Mesto: Lamač
Priorita band: Low
Skóre: 1.54
Web: Verejne nepotvrdené
Telefón: Verejne nepotvrdené

Hook: Pozeral som sa na Penzión V Lamači - Zdenka Pánisová v lokalite Lamač.

Cold email:
Dobrý deň,

Pozeral som sa na Penzión V Lamači - Zdenka Pánisová v lokalite Lamač.
Pozrel som si váš verejný profil v lokalite Lamač, s prioritou Low (1.54), s hodnotením 3.3/5 z 14 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Penzión V Lamači - Zdenka Pánisová.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Penzión V Lamači - Zdenka Pánisová.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,4,Penzión V Lamači - Zdenka Pánisová,Lamač,1.54,,,Penzión V Lamači - Zdenka Pánisová: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
